,Unnamed: 0,task,gt_path,obj_id
496,496,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_341.nii.gz,1.0
497,497,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_341.nii.gz,2.0
498,498,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_354.nii.gz,1.0
499,499,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_354.nii.gz,2.0
500,500,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_077.nii.gz,1.0
501,501,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_077.nii.gz,2.0
502,502,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_298.nii.gz,1.0
503,503,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_298.nii.gz,2.0
504,504,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_303.nii.gz,1.0
505,505,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_303.nii.gz,2.0
506,506,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_363.nii.gz,1.0
507,507,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_363.nii.gz,2.0
508,508,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_096.nii.gz,1.0
509,509,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_096.nii.gz,2.0
510,510,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_048.nii.gz,1.0
511,511,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_048.nii.gz,2.0
512,512,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_383.nii.gz,1.0
513,513,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_383.nii.gz,2.0
514,514,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_074.nii.gz,1.0
515,515,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_074.nii.gz,2.0
516,516,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_138.nii.gz,1.0
517,517,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_138.nii.gz,2.0
518,518,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_311.nii.gz,1.0
519,519,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_311.nii.gz,2.0
