,task,gt_path,obj_id
64,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_061.nii.gz,1
65,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_061.nii.gz,2
66,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_102.nii.gz,1
67,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_102.nii.gz,2
68,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_094.nii.gz,1
69,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_094.nii.gz,2
70,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_099.nii.gz,1
71,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_099.nii.gz,2
72,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_160.nii.gz,1
73,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_160.nii.gz,2
74,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_064.nii.gz,1
75,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_064.nii.gz,2
76,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_326.nii.gz,1
77,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_326.nii.gz,2
78,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_323.nii.gz,1
79,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_323.nii.gz,2
80,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_010.nii.gz,1
81,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_010.nii.gz,2
82,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_234.nii.gz,1
83,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_234.nii.gz,2
84,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_301.nii.gz,1
85,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_301.nii.gz,2
86,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_351.nii.gz,1
87,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_351.nii.gz,2
88,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_081.nii.gz,1
89,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_081.nii.gz,2
90,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_052.nii.gz,1
91,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_052.nii.gz,2
92,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_122.nii.gz,1
93,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_122.nii.gz,2
94,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_299.nii.gz,1
95,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_299.nii.gz,2
96,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_286.nii.gz,1
97,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_286.nii.gz,2
98,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_249.nii.gz,1
99,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_249.nii.gz,2
100,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_331.nii.gz,1
101,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_331.nii.gz,2
102,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_173.nii.gz,1
103,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_173.nii.gz,2
104,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_311.nii.gz,1
105,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_311.nii.gz,2
106,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_312.nii.gz,1
107,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_312.nii.gz,2
108,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_253.nii.gz,1
109,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_253.nii.gz,2
110,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_135.nii.gz,1
111,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_135.nii.gz,2
112,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_051.nii.gz,1
113,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_051.nii.gz,2
