,task,gt_path,obj_id,n_pos,fold
83,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_14.nii.gz,2,16,2
84,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_38.nii.gz,1,96,2
85,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_67.nii.gz,1,79,2
86,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_67.nii.gz,2,5,2
87,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_57.nii.gz,1,149,2
88,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_57.nii.gz,2,22,2
89,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_21.nii.gz,1,175,2
90,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_21.nii.gz,2,68,2
91,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_58.nii.gz,1,83,2
92,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_58.nii.gz,2,17,2
93,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_97.nii.gz,1,232,2
94,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_97.nii.gz,2,190,2
95,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_27.nii.gz,1,229,2
96,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_27.nii.gz,2,144,2
97,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_40.nii.gz,1,90,2
98,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_40.nii.gz,2,54,2
99,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_112.nii.gz,1,191,2
100,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_112.nii.gz,2,27,2
101,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_86.nii.gz,1,280,2
102,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_86.nii.gz,2,49,2
103,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_111.nii.gz,1,233,2
104,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_111.nii.gz,2,93,2
105,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_23.nii.gz,1,116,2
106,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_23.nii.gz,2,32,2
107,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_62.nii.gz,1,89,2
108,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_62.nii.gz,2,13,2
109,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_107.nii.gz,1,248,2
110,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_107.nii.gz,2,72,2
111,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_11.nii.gz,1,167,2
112,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_11.nii.gz,2,53,2
113,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_0.nii.gz,1,29,2
114,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_0.nii.gz,2,16,2
115,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_80.nii.gz,1,76,2
116,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_80.nii.gz,2,30,2
117,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_87.nii.gz,1,215,2
118,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_33.nii.gz,1,96,2
119,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_33.nii.gz,2,78,2
120,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_115.nii.gz,1,186,3
121,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_48.nii.gz,1,69,3
122,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_48.nii.gz,2,27,3
123,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_119.nii.gz,1,132,3
124,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_69.nii.gz,1,96,3
125,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_69.nii.gz,2,10,3
126,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_93.nii.gz,1,234,3
127,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_93.nii.gz,2,199,3
128,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_126.nii.gz,1,113,3
129,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_126.nii.gz,2,15,3
130,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_54.nii.gz,1,29,3
131,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_54.nii.gz,2,4,3
132,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_108.nii.gz,1,205,3
133,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_108.nii.gz,2,202,3
134,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_94.nii.gz,1,251,3
135,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_94.nii.gz,2,119,3
136,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_20.nii.gz,1,194,3
137,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_20.nii.gz,2,22,3
138,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_74.nii.gz,1,32,3
139,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_74.nii.gz,2,10,3
140,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_10.nii.gz,1,181,3
141,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_10.nii.gz,2,81,3
142,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_19.nii.gz,1,188,3
143,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_19.nii.gz,2,48,3
144,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_65.nii.gz,1,201,3
145,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_65.nii.gz,2,10,3
146,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_56.nii.gz,1,91,3
147,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_56.nii.gz,2,66,3
148,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_110.nii.gz,1,189,3
149,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_110.nii.gz,2,130,3
150,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_117.nii.gz,1,260,3
151,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_117.nii.gz,2,245,3
152,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_120.nii.gz,1,120,3
153,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_120.nii.gz,2,52,3
154,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_77.nii.gz,1,36,3
155,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_77.nii.gz,2,8,3
156,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_6.nii.gz,1,186,3
157,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_6.nii.gz,2,92,3
158,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_44.nii.gz,1,113,3
159,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_44.nii.gz,2,36,3
160,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_82.nii.gz,1,170,4
161,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_82.nii.gz,2,60,4
162,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_84.nii.gz,1,258,4
163,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_84.nii.gz,2,220,4
164,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_3.nii.gz,1,169,4
165,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_3.nii.gz,2,15,4
166,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_121.nii.gz,1,113,4
167,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_121.nii.gz,2,16,4
168,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_122.nii.gz,1,118,4
169,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_122.nii.gz,2,64,4
170,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_5.nii.gz,1,176,4
171,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_5.nii.gz,2,11,4
172,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_15.nii.gz,1,133,4
173,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_15.nii.gz,2,12,4
174,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_100.nii.gz,1,276,4
175,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_100.nii.gz,2,235,4
176,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_89.nii.gz,1,193,4
177,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_63.nii.gz,1,37,4
178,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_63.nii.gz,2,7,4
179,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_101.nii.gz,1,259,4
180,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_101.nii.gz,2,192,4
181,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_53.nii.gz,1,44,4
182,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_53.nii.gz,2,10,4
183,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_12.nii.gz,1,189,4
184,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_12.nii.gz,2,9,4
185,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_41.nii.gz,1,104,4
186,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_64.nii.gz,1,104,4
187,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_64.nii.gz,2,38,4
188,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_59.nii.gz,1,77,4
189,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_59.nii.gz,2,4,4
190,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_36.nii.gz,1,89,4
191,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_36.nii.gz,2,30,4
192,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_1.nii.gz,1,28,4
193,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_1.nii.gz,2,18,4
194,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_13.nii.gz,1,142,4
195,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_13.nii.gz,2,63,4
196,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_37.nii.gz,1,99,4
197,Task03_Liver,MSD/Task03_Liver/labelsTr/liver_37.nii.gz,2,48,4
