,Unnamed: 0,task,gt_path,obj_id
499,499,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_023.nii.gz,2
500,500,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_235.nii.gz,1
501,501,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_235.nii.gz,2
502,502,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_008.nii.gz,1
503,503,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_008.nii.gz,2
504,504,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_061.nii.gz,1
505,505,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_061.nii.gz,2
506,506,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_189.nii.gz,1
507,507,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_189.nii.gz,2
508,508,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_244.nii.gz,1
509,509,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_244.nii.gz,2
510,510,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_378.nii.gz,1
511,511,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_378.nii.gz,2
512,512,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_270.nii.gz,1
513,513,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_270.nii.gz,2
514,514,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_429.nii.gz,1
515,515,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_429.nii.gz,2
516,516,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_224.nii.gz,1
517,517,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_224.nii.gz,2
518,518,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_236.nii.gz,1
519,519,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_236.nii.gz,2
520,520,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_383.nii.gz,1
521,521,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_383.nii.gz,2
522,522,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_072.nii.gz,1
523,523,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_072.nii.gz,2
524,524,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_412.nii.gz,1
525,525,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_412.nii.gz,2
526,526,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_416.nii.gz,1
527,527,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_416.nii.gz,2
528,528,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_336.nii.gz,1
529,529,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_336.nii.gz,2
530,530,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_087.nii.gz,1
531,531,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_087.nii.gz,2
532,532,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_140.nii.gz,1
533,533,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_140.nii.gz,2
534,534,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_090.nii.gz,1
535,535,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_090.nii.gz,2
536,536,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_246.nii.gz,1
537,537,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_246.nii.gz,2
538,538,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_112.nii.gz,1
539,539,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_112.nii.gz,2
540,540,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_026.nii.gz,1
541,541,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_026.nii.gz,2
542,542,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_255.nii.gz,1
543,543,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_255.nii.gz,2
544,544,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_437.nii.gz,1
545,545,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_437.nii.gz,2
546,546,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_004.nii.gz,1
547,547,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_004.nii.gz,2
548,548,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_046.nii.gz,1
549,549,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_046.nii.gz,2
550,550,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_305.nii.gz,1
551,551,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_305.nii.gz,2
552,552,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_165.nii.gz,1
553,553,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_165.nii.gz,2
554,554,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_321.nii.gz,1
555,555,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_321.nii.gz,2
556,556,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_225.nii.gz,1
557,557,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_225.nii.gz,2
558,558,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_062.nii.gz,1
559,559,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_062.nii.gz,2
560,560,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_100.nii.gz,1
561,561,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_100.nii.gz,2
562,562,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_052.nii.gz,1
563,563,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_052.nii.gz,2
564,564,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_332.nii.gz,1
565,565,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_332.nii.gz,2
566,566,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_219.nii.gz,1
567,567,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_219.nii.gz,2
568,568,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_103.nii.gz,1
569,569,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_103.nii.gz,2
570,570,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_174.nii.gz,1
571,571,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_174.nii.gz,2
572,572,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_266.nii.gz,1
573,573,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_266.nii.gz,2
574,574,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_231.nii.gz,1
575,575,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_231.nii.gz,2
576,576,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_113.nii.gz,1
577,577,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_113.nii.gz,2
578,578,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_020.nii.gz,1
579,579,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_020.nii.gz,2
580,580,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_058.nii.gz,1
581,581,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_058.nii.gz,2
582,582,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_144.nii.gz,1
583,583,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_144.nii.gz,2
584,584,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_027.nii.gz,1
585,585,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_027.nii.gz,2
586,586,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_186.nii.gz,1
587,587,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_186.nii.gz,2
588,588,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_299.nii.gz,1
589,589,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_299.nii.gz,2
590,590,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_151.nii.gz,1
591,591,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_151.nii.gz,2
592,592,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_456.nii.gz,1
593,593,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_456.nii.gz,2
594,594,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_210.nii.gz,1
595,595,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_210.nii.gz,2
596,596,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_197.nii.gz,1
597,597,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_197.nii.gz,2
598,598,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_078.nii.gz,1
599,599,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_078.nii.gz,2
600,600,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_423.nii.gz,1
601,601,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_423.nii.gz,2
602,602,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_094.nii.gz,1
603,603,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_094.nii.gz,2
604,604,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_411.nii.gz,1
605,605,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_411.nii.gz,2
