,task,gt_path,obj_id,n_pos,fold
21,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_356.nii.gz,2.0,21,0
22,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_160.nii.gz,1.0,14,0
23,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_160.nii.gz,2.0,15,0
24,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_007.nii.gz,1.0,19,0
25,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_007.nii.gz,2.0,20,0
26,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_223.nii.gz,1.0,15,0
27,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_223.nii.gz,2.0,21,0
28,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_320.nii.gz,1.0,11,0
29,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_320.nii.gz,2.0,21,0
30,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_370.nii.gz,1.0,14,0
31,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_370.nii.gz,2.0,21,0
32,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_215.nii.gz,1.0,14,0
33,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_215.nii.gz,2.0,19,0
34,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_065.nii.gz,1.0,14,0
35,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_065.nii.gz,2.0,19,0
36,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_188.nii.gz,1.0,13,0
37,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_188.nii.gz,2.0,21,0
38,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_253.nii.gz,1.0,15,0
39,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_253.nii.gz,2.0,14,0
40,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_141.nii.gz,1.0,14,0
41,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_141.nii.gz,2.0,25,0
42,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_102.nii.gz,1.0,13,0
43,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_102.nii.gz,2.0,18,0
44,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_057.nii.gz,1.0,13,0
45,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_057.nii.gz,2.0,19,0
46,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_224.nii.gz,1.0,15,0
47,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_224.nii.gz,2.0,19,0
48,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_337.nii.gz,1.0,18,0
49,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_337.nii.gz,2.0,28,0
50,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_300.nii.gz,1.0,15,0
51,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_300.nii.gz,2.0,18,0
52,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_276.nii.gz,1.0,14,0
53,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_276.nii.gz,2.0,18,0
54,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_052.nii.gz,1.0,16,0
55,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_052.nii.gz,2.0,22,0
56,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_235.nii.gz,1.0,13,0
57,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_235.nii.gz,2.0,19,0
58,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_155.nii.gz,1.0,16,0
59,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_155.nii.gz,2.0,20,0
60,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_219.nii.gz,1.0,14,0
61,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_219.nii.gz,2.0,23,0
62,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_318.nii.gz,1.0,15,0
63,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_318.nii.gz,2.0,17,0
64,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_185.nii.gz,1.0,15,0
65,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_185.nii.gz,2.0,16,0
66,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_008.nii.gz,1.0,16,0
67,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_008.nii.gz,2.0,20,0
68,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_203.nii.gz,1.0,13,0
69,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_203.nii.gz,2.0,22,0
70,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_355.nii.gz,1.0,16,0
71,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_355.nii.gz,2.0,23,0
72,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_269.nii.gz,1.0,15,0
73,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_269.nii.gz,2.0,19,0
74,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_286.nii.gz,1.0,16,0
75,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_286.nii.gz,2.0,26,0
76,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_263.nii.gz,1.0,14,0
77,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_263.nii.gz,2.0,20,0
78,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_279.nii.gz,1.0,11,0
79,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_279.nii.gz,2.0,17,0
80,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_374.nii.gz,1.0,15,0
81,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_374.nii.gz,2.0,22,0
82,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_099.nii.gz,1.0,11,0
83,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_099.nii.gz,2.0,16,0
84,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_144.nii.gz,1.0,13,1
85,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_144.nii.gz,2.0,25,1
86,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_309.nii.gz,1.0,16,1
87,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_309.nii.gz,2.0,22,1
88,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_011.nii.gz,1.0,14,1
89,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_011.nii.gz,2.0,17,1
90,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_146.nii.gz,1.0,15,1
91,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_146.nii.gz,2.0,16,1
92,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_042.nii.gz,1.0,14,1
93,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_042.nii.gz,2.0,19,1
94,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_154.nii.gz,1.0,16,1
95,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_154.nii.gz,2.0,25,1
96,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_157.nii.gz,1.0,12,1
97,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_157.nii.gz,2.0,23,1
98,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_368.nii.gz,1.0,18,1
99,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_368.nii.gz,2.0,22,1
100,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_053.nii.gz,1.0,12,1
101,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_053.nii.gz,2.0,23,1
102,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_130.nii.gz,1.0,16,1
103,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_130.nii.gz,2.0,22,1
104,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_164.nii.gz,1.0,18,1
105,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_164.nii.gz,2.0,31,1
106,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_163.nii.gz,1.0,17,1
107,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_163.nii.gz,2.0,30,1
108,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_045.nii.gz,1.0,13,1
109,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_045.nii.gz,2.0,23,1
110,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_228.nii.gz,1.0,15,1
111,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_228.nii.gz,2.0,21,1
112,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_225.nii.gz,1.0,10,1
113,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_225.nii.gz,2.0,15,1
114,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_322.nii.gz,1.0,15,1
115,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_322.nii.gz,2.0,20,1
116,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_261.nii.gz,1.0,14,1
117,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_261.nii.gz,2.0,18,1
118,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_301.nii.gz,1.0,16,1
119,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_301.nii.gz,2.0,21,1
120,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_184.nii.gz,1.0,12,1
121,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_184.nii.gz,2.0,19,1
122,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_234.nii.gz,1.0,14,1
123,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_234.nii.gz,2.0,21,1
124,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_349.nii.gz,1.0,13,1
125,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_349.nii.gz,2.0,17,1
126,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_169.nii.gz,1.0,14,1
127,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_169.nii.gz,2.0,21,1
128,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_264.nii.gz,1.0,16,1
129,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_264.nii.gz,2.0,19,1
130,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_095.nii.gz,1.0,15,1
131,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_095.nii.gz,2.0,22,1
132,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_108.nii.gz,1.0,16,1
133,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_108.nii.gz,2.0,19,1
134,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_148.nii.gz,1.0,13,1
135,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_148.nii.gz,2.0,17,1
136,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_358.nii.gz,1.0,13,1
137,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_358.nii.gz,2.0,19,1
138,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_020.nii.gz,1.0,17,1
139,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_020.nii.gz,2.0,23,1
140,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_044.nii.gz,1.0,12,1
141,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_044.nii.gz,2.0,19,1
142,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_064.nii.gz,1.0,15,1
143,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_064.nii.gz,2.0,19,1
144,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_195.nii.gz,1.0,12,1
145,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_195.nii.gz,2.0,15,1
146,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_132.nii.gz,1.0,14,1
147,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_132.nii.gz,2.0,21,1
148,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_243.nii.gz,1.0,10,1
149,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_243.nii.gz,2.0,13,1
150,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_361.nii.gz,1.0,15,1
151,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_361.nii.gz,2.0,18,1
152,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_123.nii.gz,1.0,14,1
153,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_123.nii.gz,2.0,20,1
154,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_075.nii.gz,1.0,14,1
155,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_075.nii.gz,2.0,25,1
156,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_090.nii.gz,1.0,16,1
157,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_090.nii.gz,2.0,23,1
158,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_296.nii.gz,1.0,15,1
159,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_296.nii.gz,2.0,22,1
160,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_353.nii.gz,1.0,12,1
161,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_353.nii.gz,2.0,18,1
162,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_039.nii.gz,1.0,14,1
163,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_039.nii.gz,2.0,19,1
164,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_114.nii.gz,1.0,20,1
165,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_114.nii.gz,2.0,18,1
166,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_037.nii.gz,1.0,14,1
167,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_037.nii.gz,2.0,20,1
168,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_390.nii.gz,1.0,14,2
169,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_390.nii.gz,2.0,20,2
170,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_161.nii.gz,1.0,14,2
171,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_161.nii.gz,2.0,21,2
172,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_166.nii.gz,1.0,13,2
173,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_166.nii.gz,2.0,18,2
174,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_389.nii.gz,1.0,13,2
175,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_389.nii.gz,2.0,17,2
176,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_149.nii.gz,1.0,12,2
177,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_149.nii.gz,2.0,18,2
178,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_314.nii.gz,1.0,14,2
179,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_314.nii.gz,2.0,17,2
180,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_015.nii.gz,1.0,13,2
181,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_015.nii.gz,2.0,16,2
182,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_242.nii.gz,1.0,16,2
183,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_242.nii.gz,2.0,18,2
184,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_394.nii.gz,1.0,14,2
185,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_394.nii.gz,2.0,18,2
186,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_181.nii.gz,1.0,16,2
187,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_181.nii.gz,2.0,22,2
188,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_321.nii.gz,1.0,15,2
189,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_321.nii.gz,2.0,20,2
190,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_288.nii.gz,1.0,15,2
191,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_288.nii.gz,2.0,25,2
192,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_343.nii.gz,1.0,13,2
193,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_343.nii.gz,2.0,23,2
194,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_378.nii.gz,1.0,11,2
195,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_378.nii.gz,2.0,21,2
196,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_006.nii.gz,1.0,14,2
197,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_006.nii.gz,2.0,20,2
198,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_003.nii.gz,1.0,14,2
199,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_003.nii.gz,2.0,21,2
200,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_189.nii.gz,1.0,13,2
201,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_189.nii.gz,2.0,17,2
202,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_107.nii.gz,1.0,14,2
203,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_107.nii.gz,2.0,18,2
204,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_226.nii.gz,1.0,11,2
205,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_226.nii.gz,2.0,14,2
206,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_026.nii.gz,1.0,16,2
207,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_026.nii.gz,2.0,19,2
208,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_372.nii.gz,1.0,12,2
209,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_372.nii.gz,2.0,21,2
210,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_194.nii.gz,1.0,11,2
211,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_194.nii.gz,2.0,18,2
212,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_250.nii.gz,1.0,14,2
213,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_250.nii.gz,2.0,21,2
214,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_232.nii.gz,1.0,17,2
215,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_232.nii.gz,2.0,26,2
216,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_033.nii.gz,1.0,15,2
217,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_033.nii.gz,2.0,23,2
218,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_040.nii.gz,1.0,15,2
219,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_040.nii.gz,2.0,20,2
220,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_345.nii.gz,1.0,13,2
221,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_345.nii.gz,2.0,14,2
222,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_308.nii.gz,1.0,16,2
223,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_308.nii.gz,2.0,22,2
224,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_023.nii.gz,1.0,14,2
225,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_023.nii.gz,2.0,21,2
226,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_034.nii.gz,1.0,15,2
227,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_034.nii.gz,2.0,23,2
228,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_338.nii.gz,1.0,19,2
229,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_338.nii.gz,2.0,27,2
230,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_297.nii.gz,1.0,12,2
231,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_297.nii.gz,2.0,16,2
232,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_252.nii.gz,1.0,12,2
233,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_252.nii.gz,2.0,12,2
234,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_331.nii.gz,1.0,12,2
235,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_331.nii.gz,2.0,21,2
236,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_251.nii.gz,1.0,14,2
237,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_251.nii.gz,2.0,11,2
238,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_210.nii.gz,1.0,13,2
239,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_210.nii.gz,2.0,22,2
240,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_393.nii.gz,1.0,14,2
241,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_393.nii.gz,2.0,19,2
242,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_259.nii.gz,1.0,11,2
243,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_259.nii.gz,2.0,15,2
244,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_035.nii.gz,1.0,16,2
245,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_035.nii.gz,2.0,21,2
246,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_017.nii.gz,1.0,15,2
247,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_017.nii.gz,2.0,14,2
248,Task04_Hippocampus,MSD/Task04_Hippocampus/labelsTr/hippocampus_001.nii.gz,1.0,12,2
