,task,gt_path,obj_id,n_pos,fold
67,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_186.nii.gz,2,4,0
68,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_362.nii.gz,1,16,0
69,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_362.nii.gz,2,5,0
70,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_244.nii.gz,1,38,0
71,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_244.nii.gz,2,8,0
72,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_354.nii.gz,1,13,0
73,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_354.nii.gz,2,5,0
74,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_211.nii.gz,1,36,0
75,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_211.nii.gz,2,11,0
76,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_298.nii.gz,1,26,0
77,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_298.nii.gz,2,12,0
78,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_165.nii.gz,1,32,0
79,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_165.nii.gz,2,3,0
80,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_225.nii.gz,1,28,0
81,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_225.nii.gz,2,6,0
82,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_378.nii.gz,1,27,0
83,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_378.nii.gz,2,4,0
84,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_305.nii.gz,1,29,0
85,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_305.nii.gz,2,7,0
86,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_114.nii.gz,1,39,0
87,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_114.nii.gz,2,8,0
88,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_399.nii.gz,1,19,0
89,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_399.nii.gz,2,8,0
90,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_018.nii.gz,1,33,1
91,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_018.nii.gz,2,8,1
92,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_387.nii.gz,1,18,1
93,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_387.nii.gz,2,12,1
94,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_077.nii.gz,1,32,1
95,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_077.nii.gz,2,11,1
96,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_333.nii.gz,1,36,1
97,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_333.nii.gz,2,10,1
98,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_210.nii.gz,1,36,1
99,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_210.nii.gz,2,9,1
100,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_227.nii.gz,1,36,1
101,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_227.nii.gz,2,8,1
102,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_198.nii.gz,1,25,1
103,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_198.nii.gz,2,11,1
104,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_029.nii.gz,1,40,1
105,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_029.nii.gz,2,7,1
106,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_087.nii.gz,1,20,1
107,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_087.nii.gz,2,6,1
108,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_297.nii.gz,1,39,1
109,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_297.nii.gz,2,9,1
110,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_203.nii.gz,1,29,1
111,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_203.nii.gz,2,5,1
112,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_406.nii.gz,1,31,1
113,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_406.nii.gz,2,6,1
114,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_172.nii.gz,1,40,1
115,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_172.nii.gz,2,4,1
116,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_048.nii.gz,1,27,1
117,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_048.nii.gz,2,14,1
118,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_270.nii.gz,1,31,1
119,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_270.nii.gz,2,11,1
120,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_241.nii.gz,1,35,1
121,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_241.nii.gz,2,10,1
122,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_264.nii.gz,1,29,1
123,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_264.nii.gz,2,11,1
124,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_320.nii.gz,1,27,1
125,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_320.nii.gz,2,7,1
126,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_080.nii.gz,1,27,1
127,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_080.nii.gz,2,13,1
128,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_358.nii.gz,1,12,1
129,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_358.nii.gz,2,3,1
130,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_336.nii.gz,1,29,1
131,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_336.nii.gz,2,7,1
132,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_155.nii.gz,1,26,1
133,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_155.nii.gz,2,9,1
134,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_247.nii.gz,1,33,1
135,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_247.nii.gz,2,6,1
136,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_170.nii.gz,1,37,1
137,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_170.nii.gz,2,5,1
138,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_321.nii.gz,1,33,1
139,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_321.nii.gz,2,4,1
140,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_066.nii.gz,1,18,1
141,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_066.nii.gz,2,6,1
142,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_365.nii.gz,1,23,1
143,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_365.nii.gz,2,10,1
144,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_239.nii.gz,1,20,1
145,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_239.nii.gz,2,7,1
146,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_178.nii.gz,1,27,1
147,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_178.nii.gz,2,7,1
148,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_413.nii.gz,1,30,1
149,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_413.nii.gz,2,8,1
150,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_071.nii.gz,1,14,1
151,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_071.nii.gz,2,11,1
152,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_086.nii.gz,1,37,1
153,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_086.nii.gz,2,5,1
154,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_181.nii.gz,1,33,1
155,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_181.nii.gz,2,10,1
156,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_078.nii.gz,1,36,1
157,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_078.nii.gz,2,4,1
158,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_194.nii.gz,1,51,1
159,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_194.nii.gz,2,11,1
160,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_016.nii.gz,1,31,1
161,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_016.nii.gz,2,6,1
162,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_284.nii.gz,1,37,1
163,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_284.nii.gz,2,8,1
164,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_182.nii.gz,1,25,1
165,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_182.nii.gz,2,19,1
166,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_175.nii.gz,1,35,1
167,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_175.nii.gz,2,7,1
168,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_113.nii.gz,1,24,1
169,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_113.nii.gz,2,11,1
170,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_268.nii.gz,1,29,1
171,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_268.nii.gz,2,12,1
172,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_318.nii.gz,1,50,1
173,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_318.nii.gz,2,3,1
174,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_292.nii.gz,1,31,1
175,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_292.nii.gz,2,14,1
176,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_200.nii.gz,1,48,1
177,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_200.nii.gz,2,8,1
178,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_266.nii.gz,1,31,1
179,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_266.nii.gz,2,17,1
180,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_236.nii.gz,1,25,2
181,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_236.nii.gz,2,8,2
182,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_148.nii.gz,1,13,2
183,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_148.nii.gz,2,3,2
184,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_276.nii.gz,1,44,2
185,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_276.nii.gz,2,11,2
186,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_325.nii.gz,1,29,2
187,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_325.nii.gz,2,8,2
188,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_138.nii.gz,1,34,2
189,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_138.nii.gz,2,12,2
190,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_419.nii.gz,1,21,2
191,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_419.nii.gz,2,5,2
192,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_256.nii.gz,1,38,2
193,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_256.nii.gz,2,8,2
194,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_258.nii.gz,1,38,2
195,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_258.nii.gz,2,8,2
196,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_035.nii.gz,1,26,2
197,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_035.nii.gz,2,9,2
198,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_415.nii.gz,1,34,2
199,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_415.nii.gz,2,27,2
200,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_310.nii.gz,1,26,2
201,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_310.nii.gz,2,7,2
202,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_095.nii.gz,1,32,2
203,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_095.nii.gz,2,12,2
204,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_328.nii.gz,1,34,2
205,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_328.nii.gz,2,4,2
206,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_231.nii.gz,1,29,2
207,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_231.nii.gz,2,8,2
208,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_197.nii.gz,1,23,2
209,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_197.nii.gz,2,6,2
210,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_410.nii.gz,1,29,2
211,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_410.nii.gz,2,9,2
212,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_330.nii.gz,1,33,2
213,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_330.nii.gz,2,12,2
214,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_100.nii.gz,1,30,2
215,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_100.nii.gz,2,9,2
216,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_329.nii.gz,1,30,2
217,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_329.nii.gz,2,12,2
218,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_360.nii.gz,1,12,2
219,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_360.nii.gz,2,4,2
220,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_196.nii.gz,1,26,2
221,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_196.nii.gz,2,6,2
222,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_259.nii.gz,1,25,2
223,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_259.nii.gz,2,9,2
224,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_405.nii.gz,1,38,2
225,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_405.nii.gz,2,6,2
226,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_055.nii.gz,1,37,2
227,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_055.nii.gz,2,8,2
228,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_084.nii.gz,1,34,2
229,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_084.nii.gz,2,7,2
230,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_217.nii.gz,1,32,2
231,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_217.nii.gz,2,7,2
232,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_418.nii.gz,1,20,2
233,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_418.nii.gz,2,5,2
234,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_107.nii.gz,1,19,2
235,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_107.nii.gz,2,6,2
236,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_398.nii.gz,1,34,2
237,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_398.nii.gz,2,5,2
238,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_212.nii.gz,1,35,2
239,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_212.nii.gz,2,4,2
240,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_367.nii.gz,1,36,2
241,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_367.nii.gz,2,9,2
242,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_147.nii.gz,1,34,2
243,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_147.nii.gz,2,4,2
244,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_124.nii.gz,1,33,2
245,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_124.nii.gz,2,16,2
246,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_088.nii.gz,1,42,2
247,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_088.nii.gz,2,16,2
248,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_400.nii.gz,1,45,2
249,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_400.nii.gz,2,7,2
250,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_183.nii.gz,1,24,2
251,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_183.nii.gz,2,8,2
252,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_377.nii.gz,1,17,2
253,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_377.nii.gz,2,12,2
254,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_046.nii.gz,1,35,2
255,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_046.nii.gz,2,9,2
256,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_316.nii.gz,1,29,2
257,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_316.nii.gz,2,5,2
258,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_015.nii.gz,1,30,2
259,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_015.nii.gz,2,8,2
260,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_391.nii.gz,1,43,2
261,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_391.nii.gz,2,24,2
262,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_167.nii.gz,1,34,2
263,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_167.nii.gz,2,12,2
264,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_149.nii.gz,1,31,2
265,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_149.nii.gz,2,8,2
266,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_215.nii.gz,1,26,2
267,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_215.nii.gz,2,4,2
268,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_356.nii.gz,1,16,2
269,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_356.nii.gz,2,4,2
270,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_024.nii.gz,1,30,3
271,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_024.nii.gz,2,14,3
272,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_283.nii.gz,1,36,3
