,task,gt_path,obj_id
65,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_046.nii.gz,2
66,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_305.nii.gz,1
67,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_305.nii.gz,2
68,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_165.nii.gz,1
69,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_165.nii.gz,2
70,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_321.nii.gz,1
71,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_321.nii.gz,2
72,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_225.nii.gz,1
73,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_225.nii.gz,2
74,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_062.nii.gz,1
75,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_062.nii.gz,2
76,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_100.nii.gz,1
77,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_100.nii.gz,2
78,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_052.nii.gz,1
79,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_052.nii.gz,2
80,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_332.nii.gz,1
81,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_332.nii.gz,2
82,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_219.nii.gz,1
83,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_219.nii.gz,2
84,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_103.nii.gz,1
85,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_103.nii.gz,2
86,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_174.nii.gz,1
87,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_174.nii.gz,2
88,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_266.nii.gz,1
89,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_266.nii.gz,2
90,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_231.nii.gz,1
91,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_231.nii.gz,2
92,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_113.nii.gz,1
93,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_113.nii.gz,2
94,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_020.nii.gz,1
95,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_020.nii.gz,2
96,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_058.nii.gz,1
97,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_058.nii.gz,2
98,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_144.nii.gz,1
99,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_144.nii.gz,2
100,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_027.nii.gz,1
101,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_027.nii.gz,2
102,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_186.nii.gz,1
103,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_186.nii.gz,2
104,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_299.nii.gz,1
105,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_299.nii.gz,2
106,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_151.nii.gz,1
107,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_151.nii.gz,2
108,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_456.nii.gz,1
109,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_456.nii.gz,2
110,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_210.nii.gz,1
111,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_210.nii.gz,2
112,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_197.nii.gz,1
113,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_197.nii.gz,2
114,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_078.nii.gz,1
115,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_078.nii.gz,2
116,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_423.nii.gz,1
117,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_423.nii.gz,2
118,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_094.nii.gz,1
119,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_094.nii.gz,2
120,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_411.nii.gz,1
121,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_411.nii.gz,2
