,gt_path,obj_id,n_pos,task
242,BTCV/labelsTr/img0004.nii.gz,11,35,BTCV
243,BTCV/labelsTr/img0004.nii.gz,12,12,BTCV
244,BTCV/labelsTr/img0004.nii.gz,13,8,BTCV
245,BTCV/labelsTr/img0025.nii.gz,1,16,BTCV
246,BTCV/labelsTr/img0025.nii.gz,2,18,BTCV
247,BTCV/labelsTr/img0025.nii.gz,3,20,BTCV
248,BTCV/labelsTr/img0025.nii.gz,4,8,BTCV
249,BTCV/labelsTr/img0025.nii.gz,5,17,BTCV
250,BTCV/labelsTr/img0025.nii.gz,6,35,BTCV
251,BTCV/labelsTr/img0025.nii.gz,7,24,BTCV
252,BTCV/labelsTr/img0025.nii.gz,8,45,BTCV
253,BTCV/labelsTr/img0025.nii.gz,9,40,BTCV
254,BTCV/labelsTr/img0025.nii.gz,10,10,BTCV
255,BTCV/labelsTr/img0025.nii.gz,11,13,BTCV
256,BTCV/labelsTr/img0025.nii.gz,12,6,BTCV
257,BTCV/labelsTr/img0025.nii.gz,13,7,BTCV
258,BTCV/labelsTr/img0034.nii.gz,1,23,BTCV
259,BTCV/labelsTr/img0034.nii.gz,2,20,BTCV
260,BTCV/labelsTr/img0034.nii.gz,3,24,BTCV
261,BTCV/labelsTr/img0034.nii.gz,4,4,BTCV
262,BTCV/labelsTr/img0034.nii.gz,5,15,BTCV
263,BTCV/labelsTr/img0034.nii.gz,6,32,BTCV
264,BTCV/labelsTr/img0034.nii.gz,7,22,BTCV
265,BTCV/labelsTr/img0034.nii.gz,8,51,BTCV
266,BTCV/labelsTr/img0034.nii.gz,9,53,BTCV
267,BTCV/labelsTr/img0034.nii.gz,10,12,BTCV
268,BTCV/labelsTr/img0034.nii.gz,11,17,BTCV
269,BTCV/labelsTr/img0034.nii.gz,12,9,BTCV
270,BTCV/labelsTr/img0034.nii.gz,13,11,BTCV
271,BTCV/labelsTr/img0037.nii.gz,1,19,BTCV
272,BTCV/labelsTr/img0037.nii.gz,2,21,BTCV
273,BTCV/labelsTr/img0037.nii.gz,3,22,BTCV
274,BTCV/labelsTr/img0037.nii.gz,4,12,BTCV
275,BTCV/labelsTr/img0037.nii.gz,5,16,BTCV
276,BTCV/labelsTr/img0037.nii.gz,6,34,BTCV
277,BTCV/labelsTr/img0037.nii.gz,7,18,BTCV
278,BTCV/labelsTr/img0037.nii.gz,8,45,BTCV
279,BTCV/labelsTr/img0037.nii.gz,9,45,BTCV
280,BTCV/labelsTr/img0037.nii.gz,10,11,BTCV
281,BTCV/labelsTr/img0037.nii.gz,11,14,BTCV
282,BTCV/labelsTr/img0037.nii.gz,12,8,BTCV
283,BTCV/labelsTr/img0037.nii.gz,13,7,BTCV
284,BTCV/labelsTr/img0028.nii.gz,1,17,BTCV
285,BTCV/labelsTr/img0028.nii.gz,2,21,BTCV
286,BTCV/labelsTr/img0028.nii.gz,3,19,BTCV
287,BTCV/labelsTr/img0028.nii.gz,4,13,BTCV
288,BTCV/labelsTr/img0028.nii.gz,5,15,BTCV
289,BTCV/labelsTr/img0028.nii.gz,6,48,BTCV
290,BTCV/labelsTr/img0028.nii.gz,7,24,BTCV
291,BTCV/labelsTr/img0028.nii.gz,8,47,BTCV
292,BTCV/labelsTr/img0028.nii.gz,9,43,BTCV
293,BTCV/labelsTr/img0028.nii.gz,10,13,BTCV
294,BTCV/labelsTr/img0028.nii.gz,11,18,BTCV
295,BTCV/labelsTr/img0028.nii.gz,12,9,BTCV
296,BTCV/labelsTr/img0028.nii.gz,13,8,BTCV
297,BTCV/labelsTr/img0039.nii.gz,1,21,BTCV
298,BTCV/labelsTr/img0039.nii.gz,2,23,BTCV
299,BTCV/labelsTr/img0039.nii.gz,3,25,BTCV
300,BTCV/labelsTr/img0039.nii.gz,4,9,BTCV
301,BTCV/labelsTr/img0039.nii.gz,5,10,BTCV
302,BTCV/labelsTr/img0039.nii.gz,6,39,BTCV
303,BTCV/labelsTr/img0039.nii.gz,7,25,BTCV
304,BTCV/labelsTr/img0039.nii.gz,8,44,BTCV
305,BTCV/labelsTr/img0039.nii.gz,9,44,BTCV
306,BTCV/labelsTr/img0039.nii.gz,10,13,BTCV
307,BTCV/labelsTr/img0039.nii.gz,11,22,BTCV
308,BTCV/labelsTr/img0039.nii.gz,12,9,BTCV
309,BTCV/labelsTr/img0039.nii.gz,13,9,BTCV
